gold_canonical_key,domain_gold_df_fit,max_domain_gold_df_fit,fit_record_count
문학 연구,1,18,748
문학과 지성사,1,18,748
문학사(文學史),1,18,748
문학성,1,18,748
문학작품,1,18,748
문항 구현 방법,1,18,748
문항 유형,1,18,748
문항반응이론,1,18,748
문해력,1,18,748
문화,4,18,748
문화 간 감수성,1,18,748
문화 간 의사소통 능력,1,18,748
문화 모델,1,18,748
문화 상호주의,1,18,748
문화 유형론,1,18,748
문화 적응,1,18,748
문화간 의사소통,1,18,748
문화간 의사소통 능력,1,18,748
문화경영,1,18,748
문화교육,1,18,748
문화기호학,1,18,748
문화산업,1,18,748
문화섬,1,18,748
문화소,1,18,748
문화적 기억,2,18,748
문화적 리터러시,1,18,748
문화적 세미오시스,1,18,748
문화적 잡종성,1,18,748
문화적 정체성,1,18,748
문화컨텐츠 창작,1,18,748
문화콘텐츠,3,18,748
물,1,18,748
물리적 이동,1,18,748
물음표(?),1,18,748
물질,1,18,748
물질성,1,18,748
뮈토세미오시스,1,18,748
뮈토스,3,18,748
미각,1,18,748
미각 생리학,1,18,748
미각 어휘,1,18,748
미국,1,18,748
미국 내 한국어 교육,1,18,748
미국 대학 한국어 교육,1,18,748
미국인 한국어 학습자,1,18,748
미들랜드영어의 특징,1,18,748
미디어,3,18,748
미디어 담화,1,18,748
미디어 패러다임,1,18,748
미디어 횡단성,1,18,748
미디어아트,1,18,748
미메시스,1,18,748
미생,1,18,748
미셸 우엘벡,2,18,748
미셸 푸코,1,18,748
미술비평,1,18,748
미시 구조,1,18,748
미시구조,3,18,748
미얀마인 한국어 학습자,1,18,748
미완료,1,18,748
미장센,1,18,748
미적 기능,1,18,748
미첼,1,18,748
미학,1,18,748
민감화,1,18,748
민담,1,18,748
민속방법론,2,18,748
민원인 응대 언어,1,18,748
민음사,1,18,748
민정음,1,18,748
민족주의,1,18,748
민중적담시,1,18,748
믿음,1,18,748
믿음의 진실,1,18,748
밈,1,18,748
바꿈,1,18,748
바꿔 쓰기,1,18,748
바르트,1,18,748
바흐친,2,18,748
바흐친의 대화주의,1,18,748
박물관,1,18,748
박물관 커뮤니케이션,1,18,748
박물관기호학,1,18,748
박지원,1,18,748
반 데이크,1,18,748
반-문화,1,18,748
반말체 종결어미,1,18,748
반복,3,18,748
반복점화,1,18,748
반사실성,1,18,748
반신화성,2,18,748
반의어,1,18,748
반자동 언어데이터 증강,1,18,748
반재구효과,1,18,748
발생적 관점,1,18,748
발신자,1,18,748
발음 변형,1,18,748
발음 불안,2,18,748
발음 불안 요인,1,18,748
발음 오류 양상,2,18,748
발음 철자,1,18,748
발음 평가 api,1,18,748
발음 학습,1,18,748
발음교육,2,18,748
발작,1,18,748
발전 방향,1,18,748
발표 주제,1,18,748
발할라,1,18,748
발화,3,18,748
발화 방식,1,18,748
발화 작용,1,18,748
발화 전략,1,18,748
발화 현동태,2,18,748
발화내용,1,18,748
발화수반 논리,1,18,748
발화수반력,1,18,748
발화수반력 가족,1,18,748
발화양태,1,18,748
발화연산,1,18,748
발화좌표계,1,18,748
발화행위,6,18,748
방송,1,18,748
방언,2,18,748
방언 변이형,1,18,748
방언 분포,1,18,748
방언 의식,1,18,748
방언 접촉,1,18,748
방언 형태론,1,18,748
방점한글,1,18,748
방점한글 폰트,1,18,748
방탄소년단,2,18,748
방탄소년단 콘텐츠,1,18,748
방향,1,18,748
방향성,2,18,748
방향적 대립,1,18,748
방향적 은유,1,18,748
배음 대 소음 비율,1,18,748
배제,1,18,748
백워드 설계모형,1,18,748
버림,1,18,748
번역,2,18,748
번역 오류,1,18,748
번역 전략,1,18,748
번역교육,1,18,748
번역의 수용,1,18,748
번역의 영향 요인,1,18,748
번역의 이해,1,18,748
범어 율조와 장단,1,18,748
범어 율조와 정간보,1,18,748
범언어적 연구,1,18,748
범위,2,18,748
범주,3,18,748
범주 설정 원칙,1,18,748
범주 지시,1,18,748
범주 통용,1,18,748
범주 특성,1,18,748
범주론,1,18,748
범주적 지각,1,18,748
범주화,1,18,748
법,1,18,748
법령 용어,1,18,748
법률용어,1,18,748
법칙,1,18,748
베르테르,1,18,748
베트남,1,18,748
베트남 비원어민 한국어 교원,1,18,748
베트남 여성결혼이민자,1,18,748
베트남 유학생,1,18,748
베트남 학습자,1,18,748
베트남 한국어 학습자,1,18,748
베트남 한자어 음운론,1,18,748
베트남어,1,18,748
베트남어권 한국어 학습자,1,18,748
베트남어성조,1,18,748
베트남어표기,1,18,748
베트남인 한국어 학습자,2,18,748
벤야민,1,18,748
벨‒에포크,1,18,748
변론부,1,18,748
변별적 환원,1,18,748
변이,2,18,748
변이문,1,18,748
변주,1,18,748
변증부,2,18,748
변천 양상,1,18,748
변항,1,18,748
변화,1,18,748
별,1,18,748
별이 빛나는 밤,1,18,748
병렬 구성,1,18,748
병렬 말뭉치,1,18,748
병렬구조,1,18,748
병렬적 스토리텔링,1,18,748
병합,1,18,748
병행,1,18,748
보격 조사,1,18,748
보고,1,18,748
보그랑드,1,18,748
보다,1,18,748
보도 자료,2,18,748
보도기사,1,18,748
보들레르,1,18,748
보리스 그로이스,1,18,748
보문,1,18,748
보문절,1,18,748
보어,4,18,748
보조 용언,3,18,748
보조사,2,18,748
보조용언 구성,1,18,748
보조화행,1,18,748
보존,1,18,748
보충,1,18,748
보충법,1,18,748
보호교수,1,18,748
복수 접근법,1,18,748
복수 표지,1,18,748
복원 가능 달성,1,18,748
복원 불가능 달성,1,18,748
복원가능성,1,18,748
복잡성,1,18,748
복합 서술어 구성,1,18,748
복합 양식 텍스트,1,18,748
복합양식성,1,18,748
복합어,1,18,748
복합어 표지,1,18,748
복합체,1,18,748
복합형 한국어 인재,1,18,748
본문,1,18,748
본시 수업 단계,1,18,748
본질적,1,18,748
본풀이,1,18,748
봉합,1,18,748
부(副),1,18,748
부가어,1,18,748
부동사,1,18,748
부름말,1,18,748
부모의 이중언어 교육 신념,1,18,748
부모의 이중언어 능력,1,18,748
부분,1,18,748
부분 문법 그래프,2,18,748
부사,1,18,748
부사어 형성 접미사,1,18,748
부사형 연결어미,1,18,748
부정,1,18,748
부정 보문소,1,18,748
부정격,1,18,748
부정관사,1,18,748
부정의 축출,1,18,748
부정적 감정,1,18,748
부정적 기술자,1,18,748
부조화-해소 이론,1,18,748
부치사,1,18,748
부호화 문자,1,18,748
북한 어학연수,1,18,748
북한 유학,1,18,748
북한어,1,18,748
북한의 조선어교육,1,18,748
북한이탈주민,1,18,748
북한이탈주민의 날,1,18,748
분류 기준,1,18,748
분류사,1,18,748
분류사 개(個),1,18,748
분리,1,18,748
분리작용,2,18,748
분석적 평가,1,18,748
분열문,2,18,748
분열증적 주체성,1,18,748
분절음,1,18,748
분포,2,18,748
분포확장,1,18,748
분할,1,18,748
분할단위,1,18,748
불,1,18,748
불가사리,1,18,748
불규칙 용언,1,18,748
불규칙 활용,2,18,748
불손,1,18,748
불안,2,18,748
불완전계열,1,18,748
불완전한 해석,1,18,748
불이(不二),1,18,748
불일치 유형,1,18,748
불평 화행,1,18,748
불평화행,1,18,748
뷰티 인사이드,1,18,748
브랜드,1,18,748
브랜드 가치,1,18,748
브랜드 구성요소,1,18,748
브랜드 인식,1,18,748
브랜드 정체성,1,18,748
브랜드정체성,1,18,748
브랜드커뮤니케이션,1,18,748
브랜디드 콘텐츠,1,18,748
브리야 사바랭,1,18,748
브리콜라주,1,18,748
블러브,1,18,748
블레이드 러너,1,18,748
블레이드 러너 2049,1,18,748
블렌디드 러닝,2,18,748
블록,1,18,748
비(非),1,18,748
비격식체 종결어미,1,18,748
비결정론,1,18,748
비결정성,1,18,748
비계승어 학습자,1,18,748
비교,2,18,748
비교 연구,1,18,748
비교과프로그램,1,18,748
비교문학,1,18,748
비교문화적 화용론,2,18,748
비대격 동사,1,18,748
비대면 교육 환경,1,18,748
비대면 수업,2,18,748
비대면 시대,1,18,748
비대칭 오류,1,18,748
비대칭성,1,18,748
비도클,1,18,748
비동의,1,18,748
비릴리오,1,18,748
비본질적,1,18,748
비선형,1,18,748
비어,1,18,748
비언어 커뮤니케이션,1,18,748
비언어 행위,1,18,748
비언어적 의사소통,1,18,748
비완결상,2,18,748
비원어민 교사,1,18,748
비원어민 교원,1,18,748
비원어민한국어교사,1,18,748
비유창성 요소,1,18,748
비음화,1,18,748
비인간,1,18,748
비인간 행위자,1,18,748
비인식양태,1,18,748
비일상성,1,18,748
비자립형식,1,18,748
비전형적 피동 기능,1,18,748
비정통적 표지,1,18,748
비제한적 구성,1,18,748
비주관적,1,18,748
비즈니스 한국어,1,18,748
비지시적 튜터링,1,18,748
비판,1,18,748
비판적 담화 분석,1,18,748
비판적 담화 연구,1,18,748
비판적 담화분석,3,18,748
비판적 포스트휴머니즘,1,18,748
비평,1,18,748
비평적,1,18,748
비평적 담화분석,1,18,748
비하,1,18,748
빅 데이터,1,18,748
빅토르 위고,1,18,748
빅토르안,1,18,748
빈도,5,18,748
빈도 효과,1,18,748
빌렘 플루서,1,18,748
빛,1,18,748
빛-스크린,1,18,748
빵부스러기,1,18,748
사건,2,18,748
사건관련전위,1,18,748
사건구조,1,18,748
사건함수,1,18,748
사고구술,1,18,748
사과,1,18,748
사과 화행,1,18,748
사동 접미사,1,18,748
사드,1,18,748
사랑해,1,18,748
사례 연구,2,18,748
사례연구,1,18,748
사례제시,1,18,748
사물의 체계,1,18,748
사민필지,1,18,748
사법통역,1,18,748
사색,1,18,748
사설,1,18,748
사용 빈도,2,18,748
사용 실태,1,18,748
사용 양상,2,18,748
사용역,1,18,748
사용역 요인,1,18,748
사운드,1,18,748
사운드 설치 작품,1,18,748
사운드 테크놀로지,1,18,748
사유이미지,1,18,748
사이 공간,1,18,748
사이공간,1,18,748
사이버 한국어,1,18,748
사이버 한국어 과정,1,18,748
사이비(似而非),1,18,748
사이시옷,1,18,748
사이언스 픽션,2,18,748
사이언스픽션,1,18,748
사전,1,18,748
사진,3,18,748
사쿠라자카 히로시,1,18,748
사회 관계망 서비스,1,18,748
사회 통합 프로그램,1,18,748
사회경제적 비용,1,18,748
사회과,1,18,748
사회언어학,1,18,748
사회언어학적 변이,1,18,748
사회언어학적 함의,1,18,748
사회적 거리,2,18,748
사회적 네트워크 서비스,1,18,748
사회적 예속,1,18,748
사회적 의무,1,18,748
사회적 지위,2,18,748
사회적스릴러,1,18,748
사회학적 상상력,1,18,748
산과 바다,1,18,748
산스끄리뜨와 정간보,1,18,748
삶의 형식,1,18,748
삼각검증,1,18,748
삼국사기,1,18,748
삼국시대,1,18,748
삼단구성,1,18,748
삼시세끼,1,18,748
삼재론,1,18,748
삼중언어자,1,18,748
삽화,1,18,748
상,2,18,748
상 역할,1,18,748
상(相),1,18,748
상견니,1,18,748
상관관계,1,18,748
상관관계 분석,1,18,748
상관성,1,18,748
상대적 서열,1,18,748
상대적 속도,1,18,748
상대적 양방향 가공,1,18,748
상보적 대립,1,18,748
상보적 분포,1,18,748
상상,1,18,748
상상계,1,18,748
상상의 정체성,1,18,748
상세화,1,18,748
상세화 구조,1,18,748
상승 도식,1,18,748
상승도식,2,18,748
상승분석,1,18,748
상위 개념 이해,1,18,748
상위어 표현,1,18,748
상위적 개념,1,18,748
상적 속성,1,18,748
상적 유형,1,18,748
상적 의미,1,18,748
상적 자질,1,18,748
상적 해석,1,18,748
상적자질,1,18,748
상징,5,18,748
상징계,1,18,748
상징기호,1,18,748
상징적 심상,1,18,748
상징체계,2,18,748
상징화,1,18,748
상태,2,18,748
상태 변화,1,18,748
상태변화,1,18,748
상태성이 강한 동사,1,18,748
상태적 진행상,1,18,748
상투적,1,18,748
상호 매체성,1,18,748
상호문화 감수성,2,18,748
상호문화 능력,1,18,748
상호문화 의사소통 능력,1,18,748
상호문화 인식,1,18,748
상호문화 접근법,1,18,748
상호문화관점,1,18,748
상호문화교육,2,18,748
상호문화적 의사소통,1,18,748
상호성,1,18,748
상호작용,9,18,748
상호작용 모달리티,1,18,748
상호작용론적 관점,1,18,748
상호작용사회언어학,1,18,748
상호주체성,1,18,748
상호텍스트성,3,18,748
상화,1,18,748
상황,1,18,748
상황 맥락,2,18,748
상황개념,1,18,748
상황의미,1,18,748
상황인지,2,18,748
상황인지이론,1,18,748
새벽,1,18,748
새정보,1,18,748
색채 표현,1,18,748
색채어,1,18,748
생득론적 관점,1,18,748
생략,1,18,748
생략현상,1,18,748
생명시학,1,18,748
생명정치,1,18,748
생산성,2,18,748
생성,2,18,748
생성 형태론,1,18,748
생성문법,2,18,748
생성어휘부이론,1,18,748
생성행로,2,18,748
생성형 ai,2,18,748
생성형 인공지능,3,18,748
생성형태론,1,18,748
생애주기,1,18,748
생체에너지장,1,18,748
생태언어학,1,18,748
생태학,1,18,748
샤넬,1,18,748
샤넬룩,1,18,748
샤를르 보들레르,1,18,748
서면 담화,1,18,748
서면 피드백,1,18,748
서벌턴,1,18,748
서법,1,18,748
서법표지,1,18,748
서브 장르,1,18,748
서사,8,18,748
서사 기호학,2,18,748
서사 분석 모델,1,18,748
서사 세계,1,18,748
서사 세계 구성 요건,1,18,748
서사 시점,1,18,748
서사 전략,1,18,748
서사 차원,1,18,748
서사구조,1,18,748
서사도식,2,18,748
서사적,1,18,748
서사적 변형,2,18,748
서사텍스트,1,18,748
서사화,1,18,748
서술 관점의 전이,1,18,748
서술 활동,1,18,748
서술성,1,18,748
서술성 명사,1,18,748
서술성 판별,1,18,748
서술어,1,18,748
서술적 문장 표현,1,18,748
서술절,1,18,748
서양선교사,1,18,748
서평,1,18,748
석독구결,1,18,748
선(線),1,18,748
선사예술,1,18,748
선사이미지,1,18,748
선어말어미,3,18,748
선언-함축내용-수행발화,1,18,748
선언텍스트,1,18,748
선언텍스트 종류,1,18,748
선언화행,1,18,748
선정성,1,18,748
선조건 층위,1,18,748
선조성,1,18,748
선택,1,18,748
선택 특성,1,18,748
선택가능의 일루젼,1,18,748
선택지,1,18,748
선형 공공공간,1,18,748
선호도,1,18,748
설명문,2,18,748
설명형,1,18,748
설문조사 분석,1,18,748
설화,4,18,748
설화 도식,1,18,748
설화에 대한 기호학적 연구,1,18,748
설화의 기원지향성,1,18,748
설화의 탈 기원성,1,18,748
섬,1,18,748
성,1,18,748
성격유형,1,18,748
성구 교수법,1,18,748
성구 능력,1,18,748
성구론,1,18,748
성구소,1,18,748
성능 평가,1,18,748
성대진동시작시간,1,18,748
성별,1,18,748
성분,1,18,748
성분통어,1,18,748
성상주의,1,18,748
성상파괴주의,1,18,748
성서기호학,1,18,748
성서번역,1,18,748
성속의 경계 짓기,1,18,748
성인 문식성,1,18,748
성장담,1,18,748
성장서사,1,18,748
성적인 조크,1,18,748
성조부호,1,18,748
성조숫자,1,18,748
성찰,1,18,748
성찰 구조,1,18,748
성찰 글쓰기,1,18,748
성찰 글쓰기 교수법,1,18,748
성찰 일지,1,18,748
성찰일지,1,18,748
성취 기준,1,18,748
성평등,1,18,748
성화(聖化),1,18,748
세 개의 수동 형태,1,18,748
세계관,3,18,748
세계전산언어학회,1,18,748
세노피타고리언 범주,1,18,748
세로토닌,1,18,748
세미오시스,2,18,748
세미오시스 구조,1,18,748
세이두 케이타,1,18,748
세종 말뭉치,1,18,748
세종 학당,1,18,748
세종대왕,1,18,748
세종말뭉치,1,18,748
세종실록,1,18,748
세종학당,2,18,748
세종학당 사이버한국어 초급,1,18,748
세종한국어평가,1,18,748
셈의 대상,1,18,748
소구,1,18,748
소구 형성 규칙,1,18,748
소극적 확신,1,18,748
소녀로 변신한 쥐,1,18,748
소만,1,18,748
소비에트 공산주의,1,18,748
소셜 네트워크,1,18,748
소셜 네트워크 분석,1,18,748
소쉬르,2,18,748
소음,1,18,748
소절,1,18,748
소집단 활동,1,18,748
소집단 활동에 관한인식,1,18,748
소통,2,18,748
소통 전략,1,18,748
소통성,4,18,748
소회의실,1,18,748
속격,2,18,748
속격조사,1,18,748
손 없는 색시,1,18,748
수강 신청,1,18,748
수동 estar,1,18,748
수동 se,1,18,748
수동 ser,1,18,748
수량구조,1,18,748
수사,3,18,748
수사 구조,1,18,748
수사 구조 이론,1,18,748
수사관계,1,18,748
수사구조이론,2,18,748
수사적 조작,1,18,748
수사학,3,18,748
수사학적 공간,1,18,748
수신자,3,18,748
수신자의 참여,1,18,748
수업 연계 튜터링,1,18,748
수업 운영 사례,1,18,748
수업 전문성,1,18,748
수용성,1,18,748
수용자,1,18,748
수용적 서술화,1,18,748
수의적 음운 현상,1,18,748
수정,1,18,748
수준별 표현용 사전,1,18,748
수직축 전치사,1,18,748
수행성,2,18,748
수행적 전환,2,18,748
수행주체,1,18,748
숙달도,2,18,748
숙련도,1,18,748
순간성 동사,1,18,748
순명효황후언간체,1,18,748
순서 교대,1,18,748
순행 상관관계,1,18,748
순화,1,18,748
순화어,2,18,748
순환하는 지시체,1,18,748
술목 구조,1,18,748
술어도치 이동,1,18,748
쉬는 시간,1,18,748
쉬운 글,1,18,748
쉬운 언어 사용,1,18,748
스냅 사진,1,18,748
스마트 모바일,1,18,748
스마트 이동전화기,1,18,748
스웨덴어,1,18,748
스칼비니,1,18,748
스크린의 세미오시스,1,18,748
스키마,1,18,748
스타 셰프,1,18,748
스토리텔링,2,18,748
스포츠,1,18,748
스포츠계열 학과 학생,1,18,748
스피노자,1,18,748
습관 화,1,18,748
승리지상주의,1,18,748
시,2,18,748
시각,2,18,748
시각 기호학,1,18,748
시각 메시지,1,18,748
시각 자료,1,18,748
시각 커뮤니케이션디자인,1,18,748
시각광선,1,18,748
시각적 근대성,1,18,748
시각적 이미지,1,18,748
시각적 정체성,1,18,748
시간,2,18,748
시간 부사,2,18,748
시간 이동,1,18,748
시간 참조점,1,18,748
시간여행 드라마,1,18,748
시간적 정서 기호학,1,18,748
시간적 지향성,1,18,748
시간화,1,18,748
시그널,1,18,748
시나리오,1,18,748
시니피앙,1,18,748
시대 상황,1,18,748
시론,1,18,748
시뮬레이션,1,18,748
시스템 개발,1,18,748
시의 음악성,1,18,748
시적 언어,1,18,748
시제,3,18,748
시제 표지,1,18,748
시청각 자료,1,18,748
시평,1,18,748
시학,1,18,748
시험 유형,1,18,748
식물기호학,1,18,748
식자성,1,18,748
신,1,18,748
신경인지적 조절,1,18,748
신경학적 재현,1,18,748
신남방 국가,1,18,748
신년제의,1,18,748
신뢰도 분석,1,18,748
신뢰의 계약,1,18,748
신명,1,18,748
신문 기사,1,18,748
신문 보도 텍스트,1,18,748
신문 사설,1,18,748
신문 텍스트,1,18,748
신문 헤드라인,1,18,748
신문기사,1,18,748
신문만평,1,18,748
신문보도,1,18,748
신문텍스트,1,18,748
신분질서,1,18,748
신비주의,1,18,748
신승(神繩),1,18,748
신어,6,18,748
신유물론,1,18,748
신조어,1,18,748
신체 부분 명칭,1,18,748
신체 자아,1,18,748
신체-행위소,1,18,748
신체적 증상,1,18,748
신체화,2,18,748
신화,5,18,748
신화담론,1,18,748
신화론,1,18,748
신화성,4,18,748
실내원예,1,18,748
실수,1,18,748
실시간 온라인 수업,1,18,748
실시간 원격 수업,1,18,748
실시간 원격 수업 평가,1,18,748
실용주의,2,18,748
실재,2,18,748
실제,1,18,748
실제 상황,1,18,748
실제 세계,1,18,748
실존기호학,1,18,748
실천,1,18,748
실천 논증,1,18,748
실천공동체,1,18,748
실험,1,18,748
실험 가설,1,18,748
심리술어,1,18,748
심리어휘부,5,18,748
심리언어학,1,18,748
심리언어학적 언어 처리,1,18,748
심리적 실재성,4,18,748
심리적 외상,1,18,748
심리적 이동,1,18,748
심방,1,18,748
심상,1,18,748
심성서사(心性敍事),1,18,748
심성소설,1,18,748
심적 표상,1,18,748
심층 면담,2,18,748
심층면접,1,18,748
심층어휘부,1,18,748
심화기 단계,1,18,748
싶다,2,18,748
싶다 구문,1,18,748
싸이더커족,1,18,748
쌍방향 실시간 온라인 플랫폼,1,18,748
쌍형어,1,18,748
쓰기,1,18,748
쓰기 교육,2,18,748
쓰기 실천,1,18,748
쓰기 채점,1,18,748
쓰기 평가,1,18,748
씨가지,1,18,748
씨끝바꿈,1,18,748
아나크로니즘,1,18,748
아니마,1,18,748
아돌프 로스,1,18,748
아랍어 방언,1,18,748
아랍어와 한국어 대조,1,18,748
아랍어표기,1,18,748
아리스토텔레스,1,18,748
아비투스,1,18,748
아야츠지 유키토,1,18,748
아이러니,1,18,748
아이의 울음,1,18,748
아이콘,1,18,748
아즈마 히로키,1,18,748
아쿠스마틱,1,18,748
아테네 아크로폴리스,1,18,748
아프리카 사진,1,18,748
안 현수,1,18,748
안구 운동 추적,1,18,748
알기 쉬운 자료,1,18,748
알레고리,1,18,748
알렉세이 유르착,2,18,748
알로이스 리글,1,18,748
알하젠,1,18,748
암묵적 연상,1,18,748
암시,1,18,748
앙드레 바쟁,1,18,748
앙리 르페브르,1,18,748
앙상블,1,18,748
앞,1,18,748
앞표지,1,18,748
애국,1,18,748
애정,1,18,748
약어,1,18,748
약칭어,1,18,748
약함,1,18,748
약호,1,18,748
양가성,1,18,748
양면성,1,18,748
양보,3,18,748
양성모음,1,18,748
양태,4,18,748
양태 용언,1,18,748
양태성,1,18,748
양태화,2,18,748
양화 표현,1,18,748
어간,2,18,748
어간말 자음,1,18,748
어간의 명료성,1,18,748
어간의 유리성,1,18,748
어간합성어,1,18,748
어근,2,18,748
어기,2,18,748
어느 섬의 가능성,2,18,748
어두 자음,1,18,748
어두 초성,1,18,748
어문규정,1,18,748
어미,3,18,748
어쌔신 크리드,1,18,748
어원,1,18,748
어원 정보,1,18,748
어의,1,18,748
어절,1,18,748
어중 초성,1,18,748
어학교재,1,18,748
어휘,2,18,748
어휘 교육,2,18,748
어휘 구현,1,18,748
어휘 능력,1,18,748
어휘 다양도,3,18,748
어휘 복잡성,1,18,748
어휘 사용 분석,1,18,748
어휘 사용 양상,2,18,748
어휘 상,1,18,748
어휘 양적 측정,1,18,748
어휘 유형,1,18,748
어휘 의미적인 오류,1,18,748
어휘 지식,1,18,748
어휘 지식 표상,1,18,748
어휘 처리,2,18,748
어휘 체계,1,18,748
어휘 판단 과제,1,18,748
어휘 평가,1,18,748
어휘 표상,1,18,748
어휘 항목,1,18,748
어휘 화용론,1,18,748
어휘-문법 프레임,1,18,748
어휘교육,1,18,748
어휘력,1,18,748
어휘력 발달,1,18,748
어휘발달지연,1,18,748
어휘부,7,18,748
어휘부 양상,1,18,748
어휘부 최적화,1,18,748
어휘부문,1,18,748
어휘상,2,18,748
어휘상 유형,1,18,748
어휘상적 특성,1,18,748
어휘성 판단,1,18,748
어휘소,1,18,748
어휘의미,1,18,748
어휘의미론,1,18,748
어휘적 복수형,1,18,748
어휘적 시간 표현,1,18,748
어휘적 연결 관계,1,18,748
어휘특성문,1,18,748
어휘판단과제,3,18,748
어휘표상,1,18,748
어휘학습전략,2,18,748
어휘화,5,18,748
억양,1,18,748
억양 단위,1,18,748
억양 발달 과정,1,18,748
언문,1,18,748
언술주체,1,18,748
언어,4,18,748
언어 경험,2,18,748
언어 경험 설문,1,18,748
언어 교육,1,18,748
언어 권력,1,18,748
언어 기능,1,18,748
언어 기반성,1,18,748
언어 능력,1,18,748
언어 데이터 증강,1,18,748
언어 모델,1,18,748
언어 변이,1,18,748
언어 보편성,1,18,748
언어 사용 배경,1,18,748
언어 세미오시스,1,18,748
언어 습득,1,18,748
언어 유형론,1,18,748
언어 자원,1,18,748
언어 자질 설계,1,18,748
언어 정책,2,18,748
언어 정체성,1,18,748
언어 중립성,1,18,748
언어 지역,1,18,748
언어 지지학,1,18,748
언어 차별,1,18,748
언어 취약 계층,1,18,748
언어 태도,1,18,748
언어 학습 투자,1,18,748
언어-내용의 통합적 교육,1,18,748
언어-비언어 연속성,1,18,748
언어·비언어 기호 분석,1,18,748
언어간 전이,1,18,748
언어경관,1,18,748
언어교육,1,18,748
언어구조,1,18,748
언어권별 오류,1,18,748
언어기호,1,18,748
언어내적 전이,1,18,748
언어사회화,1,18,748
언어상호의존가설,1,18,748
언어숙달도,1,18,748
언어연구의 네 가지 공리,1,18,748
언어유희,1,18,748
언어의 변화,1,18,748
언어인류학,1,18,748
언어자각 프로그램,1,18,748
언어적 이념,1,18,748
언어적 표현,1,18,748
언어철학,1,18,748
언어태도,1,18,748
언어통하기,1,18,748
언어학적 담화분석(담화언어학),1,18,748
언어학적 지식,1,18,748
언어학적 특징,1,18,748
언어화,1,18,748
언어활동,2,18,748
얼굴보기,1,18,748
얼굴의 윤리학,1,18,748
엄격성,1,18,748
에듀-테크,1,18,748
에듀테크,2,18,748
에로티슴,1,18,748
에로티즘,1,18,748
에이리언,1,18,748
에이리언 – 아이솔레이션,1,18,748
에코,1,18,748
에코의 지시 이론,1,18,748
엔티티,1,18,748
엘무크,1,18,748
엘무크 유형 분류,1,18,748
여격,1,18,748
여성 결혼이민자,1,18,748
여성 결혼이민자 교육,1,18,748
여성 이주 소설,1,18,748
여성결혼이민자,1,18,748
여성성,1,18,748
여성혐오,1,18,748
여신,1,18,748
여행,1,18,748
여행 경험,1,18,748
역량,1,18,748
역사,1,18,748
역사 스토리텔링,1,18,748
역사 자료 말뭉치,1,18,748
역설,1,18,748
역어유해,1,18,748
역행 상관관계,1,18,748
역행조응,1,18,748
역형성,1,18,748
연결어미,5,18,748
연결어미 -ㄴ지,1,18,748
연구 경향성,1,18,748
연구 과제,1,18,748
연구 동향,1,18,748
연구 동향 분석,1,18,748
연구 활동,1,18,748
연구사,2,18,748
연극 <궁리>,1,18,748
연기자,1,18,748
연대기,1,18,748
연동작용,2,18,748
연령,1,18,748
연변,1,18,748
연변 방언,1,18,748
연변조선족자치주,1,18,748
연보,1,18,748
연속순환성,1,18,748
연어,1,18,748
연어 관계 분석,1,18,748
연어유형,1,18,748
연어패턴,1,18,748
연주,1,18,748
연행성,1,18,748
열녀,1,18,748
열녀비,1,18,748
영동 지역어,1,18,748
영상 매체,1,18,748
영상텍스트,1,18,748
영상평가,1,18,748
영상피드백,1,18,748
영속적 이해,1,18,748
영어,1,18,748
영어 f-워드,1,18,748
영어 기초학력,1,18,748
영어 발표,1,18,748
영어 사설,1,18,748
영어 숙달도,1,18,748
영어 한국어 통신 언어,1,18,748
영어교육 경험,1,18,748
영어학습,1,18,748
영역 분석,1,18,748
영웅,1,18,748
영웅성,1,18,748
영원,1,18,748
영화,1,18,748
영화 <그린 파파야 향기>,1,18,748
영화기표,1,18,748
영화기호학,3,18,748
예견의 역설,1,18,748
예능,1,18,748
예덕선생전,1,18,748
예비 한국어 교사,1,18,748
예비 한국어 교원,1,18,748
예비한국어교원,1,18,748
예술의지,1,18,748
예술적 상호조응,1,18,748
오독,1,18,748
오류 분석,4,18,748
오류 수정,1,18,748
오류분석,1,18,748
오르가논 모델,1,18,748
오은영의 금쪽같은 내 새끼,1,18,748
오타쿠,1,18,748
오페라,1,18,748
오픈월드,1,18,748
옥텟,1,18,748
온-오프 혼합 수업,1,18,748
온라인 강의,1,18,748
온라인 교육,4,18,748
온라인 구전 텍스트,1,18,748
온라인 국어 교육,1,18,748
온라인 기반 평가,1,18,748
온라인 리뷰 텍스트,1,18,748
온라인 메신저,1,18,748
온라인 번역기,1,18,748
온라인 세종학당,5,18,748
온라인 수업,1,18,748
온라인 언어,1,18,748
온라인 의사소통,1,18,748
온라인 읽기 이해,1,18,748
온라인 학습,1,18,748
온라인 한국어 교육,2,18,748
온라인 한국어 문화 프로그램,1,18,748
온라인 협업 교육 도구,1,18,748
온라인세종학당,1,18,748
온오프라인 교육,1,18,748
온오프라인 학습 환경,1,18,748
온톨로지,1,18,748
올 유 니드 이즈 킬,1,18,748
올랭피아,1,18,748
올림픽,1,18,748
완결상,2,18,748
완료,2,18,748
완료성,1,18,748
완전 해석 원리,1,18,748
완화,1,18,748
완화 표현,1,18,748
완화표현 ‘좀’,1,18,748
외교 담화,1,18,748
외국어 불안,2,18,748
